age,sex,native-country,marital-status,race,education,salary-class,workclass,occupation
40-59,Female,North America,Divorced,White,Higher education,>50K,Private,Nontechnical
*,*,*,*,*,*,*,*,*
60-79,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Nontechnical
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Local-gov,Other
40-59,Female,North America,Never-married,Black,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Self-emp-not-inc,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
40-59,Female,North America,Never-married,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
*,*,*,*,*,*,*,*,*
20-39,Female,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
20-39,Female,North America,Married-civ-spouse,White,Higher education,>50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Local-gov,Technical
20-39,Female,North America,Never-married,Black,Secondary education,<=50K,Private,Technical
*,*,*,*,*,*,*,*,*
60-79,Female,North America,Widowed,White,Secondary education,<=50K,Private,Technical
20-39,Male,North America,Separated,White,Secondary education,<=50K,Private,Other
40-59,Female,North America,Divorced,Black,Higher education,<=50K,Private,Other
40-59,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Nontechnical
20-39,Female,North America,Separated,Black,Higher education,<=50K,Private,Other
*,*,*,*,*,*,*,*,*
20-39,Female,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
0-19,Female,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
40-59,Female,North America,Divorced,White,Secondary education,<=50K,Private,Other
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Local-gov,Nontechnical
60-79,Female,North America,Widowed,White,Secondary education,<=50K,Private,Other
60-79,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
60-79,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,State-gov,Other
20-39,Female,North America,Divorced,White,Secondary education,<=50K,Private,Other
*,*,*,*,*,*,*,*,*
20-39,Male,North America,Married-civ-spouse,Black,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,Black,Higher education,>50K,Private,Technical
20-39,Female,North America,Never-married,White,Secondary education,<=50K,Private,Technical
60-79,Male,North America,Married-civ-spouse,White,Secondary education,>50K,Self-emp-inc,Nontechnical
0-19,Female,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Other
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Technical
40-59,Female,North America,Divorced,White,Higher education,<=50K,Private,Technical
40-59,Male,North America,Divorced,White,Secondary education,<=50K,Federal-gov,Other
40-59,Male,Asia,Married-civ-spouse,Asian-Pac-Islander,Higher education,>50K,Self-emp-not-inc,Nontechnical
*,*,*,*,*,*,*,*,*
20-39,Female,North America,Never-married,White,Higher education,<=50K,Private,Other
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,Black,Secondary education,<=50K,Private,Other
60-79,Female,North America,Never-married,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Divorced,White,Higher education,<=50K,Private,Other
40-59,Female,North America,Separated,White,Secondary education,<=50K,Private,Nontechnical
20-39,Female,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Separated,White,Secondary education,<=50K,Private,Technical
20-39,Male,North America,Never-married,White,Higher education,<=50K,Self-emp-not-inc,Nontechnical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Never-married,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,Black,Higher education,<=50K,Local-gov,Other
40-59,Female,North America,Married-civ-spouse,White,Secondary education,>50K,Private,Other
40-59,Male,North America,Divorced,White,Higher education,>50K,Private,Nontechnical
20-39,Female,North America,Never-married,Black,Higher education,<=50K,Private,Other
0-19,Male,North America,Never-married,White,Higher education,<=50K,Private,Other
40-59,Female,North America,Divorced,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Never-married,White,Higher education,<=50K,Private,Technical
40-59,Female,North America,Widowed,Black,Secondary education,<=50K,Private,Nontechnical
*,*,*,*,*,*,*,*,*
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Other
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Primary education,<=50K,Private,Other
20-39,Male,North America,Divorced,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Self-emp-inc,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
40-59,Female,North America,Widowed,Black,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,Black,Secondary education,>50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
20-39,Female,North America,Divorced,White,Higher education,<=50K,Private,Nontechnical
*,*,*,*,*,*,*,*,*
0-19,Male,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Higher education,>50K,Local-gov,Technical
20-39,Female,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
20-39,Female,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
40-59,Female,North America,Divorced,White,Higher education,<=50K,State-gov,Technical
*,*,*,*,*,*,*,*,*
20-39,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
40-59,Male,North America,Divorced,White,Higher education,<=50K,Private,Other
20-39,Female,North America,Divorced,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,>50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
20-39,Female,North America,Divorced,White,Secondary education,<=50K,Private,Technical
20-39,Female,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
40-59,Female,North America,Divorced,White,Secondary education,<=50K,Private,Nontechnical
0-19,Male,North America,Never-married,White,Higher education,<=50K,Private,Technical
*,*,*,*,*,*,*,*,*
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Nontechnical
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,>50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
40-59,Male,North America,Divorced,White,Higher education,<=50K,Private,Technical
20-39,Male,Asia,Never-married,Asian-Pac-Islander,Higher education,<=50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Nontechnical
20-39,Female,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Nontechnical
40-59,Female,North America,Divorced,Black,Higher education,<=50K,Private,Other
20-39,Female,North America,Divorced,Amer-Indian-Eskimo,Higher education,<=50K,Private,Nontechnical
60-79,Female,North America,Divorced,White,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,>50K,Private,Technical
20-39,Female,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Nontechnical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Technical
40-59,Male,North America,Never-married,White,Higher education,>50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Technical
0-19,Male,North America,Never-married,White,Secondary education,<=50K,Private,Other
40-59,Male,Europe,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
60-79,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,Other,Secondary education,<=50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
*,*,*,*,*,*,*,*,*
0-19,Female,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
20-39,Male,North America,Never-married,Black,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Other
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Self-emp-not-inc,Technical
60-79,Female,North America,Widowed,White,Secondary education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
20-39,Male,North America,Married-civ-spouse,White,Secondary education,>50K,Private,Nontechnical
0-19,Female,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Local-gov,Technical
20-39,Male,North America,Never-married,White,Higher education,<=50K,Private,Nontechnical
40-59,Male,North America,Married-civ-spouse,White,Secondary education,<=50K,Private,Technical
20-39,Female,North America,Separated,White,Higher education,<=50K,Private,Other
*,*,*,*,*,*,*,*,*
20-39,Female,North America,Married-civ-spouse,Black,Higher education,<=50K,Private,Other
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
20-39,Male,North America,Never-married,White,Secondary education,<=50K,Private,Nontechnical
40-59,Male,North America,Never-married,White,Higher education,<=50K,Private,Technical
20-39,Male,North America,Married-spouse-absent,White,Secondary education,<=50K,Private,Nontechnical
20-39,Male,North America,Married-civ-spouse,White,Higher education,<=50K,Private,Technical
40-59,Male,North America,Married-civ-spouse,White,Higher education,>50K,Private,Technical
20-39,Male,North America,Never-married,White,Higher education,>50K,Local-gov,Other
